query_id,persona_id,split,updated,method,recall_at_5,mrr_at_10,budget_recall,candidate_recall,context_tokens,candidate_count
train-02885,433,cv,FALSE,random_forest,0.0,0.1,0.0,1.0,1996,71
train-02886,350,cv,FALSE,bm25,1.0,1.0,1.0,1.0,1993,66
train-02886,350,cv,FALSE,semantic,1.0,0.5,1.0,1.0,1924,66
train-02886,350,cv,FALSE,rrf,1.0,1.0,1.0,1.0,1949,66
train-02886,350,cv,FALSE,logistic,1.0,0.5,1.0,1.0,1998,66
train-02886,350,cv,FALSE,logistic_no_position,1.0,1.0,1.0,1.0,1997,66
train-02886,350,cv,FALSE,random_forest,0.5,1.0,0.5,1.0,1976,66
train-02888,653,cv,FALSE,bm25,0.0,0.0,0.0,0.0,1960,68
train-02888,653,cv,FALSE,semantic,0.0,0.0,0.0,0.0,1971,68
train-02888,653,cv,FALSE,rrf,0.0,0.0,0.0,0.0,1960,68
train-02888,653,cv,FALSE,logistic,0.0,0.0,0.0,0.0,1922,68
train-02888,653,cv,FALSE,logistic_no_position,0.0,0.0,0.0,0.0,1942,68
train-02888,653,cv,FALSE,random_forest,0.0,0.0,0.0,0.0,1991,68
train-02889,512,cv,FALSE,bm25,0.0,0.0,0.0,0.0,1982,68
train-02889,512,cv,FALSE,semantic,0.0,0.0,0.0,0.0,1976,68
train-02889,512,cv,FALSE,rrf,0.0,0.0,0.0,0.0,1992,68
train-02889,512,cv,FALSE,logistic,0.0,0.0,0.0,0.0,1977,68
train-02889,512,cv,FALSE,logistic_no_position,0.0,0.0,0.0,0.0,1941,68
train-02889,512,cv,FALSE,random_forest,0.0,0.0,0.0,0.0,1956,68
train-02890,958,cv,FALSE,bm25,0.0,0.0,0.0,1.0,1974,73
train-02890,958,cv,FALSE,semantic,0.0,0.0,0.0,1.0,1944,73
train-02890,958,cv,FALSE,rrf,0.0,0.0,0.0,1.0,1997,73
train-02890,958,cv,FALSE,logistic,0.0,0.1111111111111111,1.0,1.0,1965,73
train-02890,958,cv,FALSE,logistic_no_position,0.0,0.0,0.0,1.0,1940,73
train-02890,958,cv,FALSE,random_forest,0.0,0.0,0.0,1.0,1932,73
train-02892,514,cv,TRUE,bm25,0.5,0.5,0.5,1.0,1994,77
train-02892,514,cv,TRUE,semantic,1.0,1.0,1.0,1.0,1998,77
train-02892,514,cv,TRUE,rrf,0.5,1.0,0.5,1.0,1998,77
train-02892,514,cv,TRUE,logistic,1.0,1.0,1.0,1.0,1998,77
train-02892,514,cv,TRUE,logistic_no_position,1.0,1.0,1.0,1.0,1998,77
train-02892,514,cv,TRUE,random_forest,1.0,1.0,1.0,1.0,1987,77
train-02895,944,cv,FALSE,bm25,0.0,0.0,0.0,1.0,1989,66
train-02895,944,cv,FALSE,semantic,0.0,0.0,0.0,1.0,1994,66
train-02895,944,cv,FALSE,rrf,0.0,0.0,0.0,1.0,1978,66
train-02895,944,cv,FALSE,logistic,0.0,0.0,0.0,1.0,1923,66
train-02895,944,cv,FALSE,logistic_no_position,0.0,0.0,0.0,1.0,1994,66
train-02895,944,cv,FALSE,random_forest,0.0,0.0,0.0,1.0,1997,66
train-02897,876,cv,FALSE,bm25,0.0,0.0,0.0,1.0,1961,71
train-02897,876,cv,FALSE,semantic,0.0,0.0,0.0,1.0,1951,71
train-02897,876,cv,FALSE,rrf,0.0,0.0,0.0,1.0,1964,71
train-02897,876,cv,FALSE,logistic,0.0,0.0,0.0,1.0,1963,71
train-02897,876,cv,FALSE,logistic_no_position,0.0,0.0,0.0,1.0,1956,71
train-02897,876,cv,FALSE,random_forest,0.0,0.0,0.0,1.0,1952,71
train-02898,35,cv,TRUE,bm25,0.0,0.0,0.0,1.0,1967,75
train-02898,35,cv,TRUE,semantic,0.5,0.3333333333333333,0.5,1.0,1957,75
train-02898,35,cv,TRUE,rrf,0.0,0.0,0.0,1.0,1955,75
train-02898,35,cv,TRUE,logistic,0.0,0.16666666666666666,0.5,1.0,1955,75
train-02898,35,cv,TRUE,logistic_no_position,0.5,0.3333333333333333,0.5,1.0,1998,75
train-02898,35,cv,TRUE,random_forest,0.0,0.0,0.0,1.0,1943,75
train-02899,103,cv,FALSE,bm25,1.0,0.3333333333333333,1.0,1.0,1951,69
train-02899,103,cv,FALSE,semantic,0.0,0.0,0.0,1.0,1961,69
train-02899,103,cv,FALSE,rrf,0.0,0.0,0.0,1.0,1997,69
train-02899,103,cv,FALSE,logistic,0.0,0.0,0.0,1.0,1955,69
train-02899,103,cv,FALSE,logistic_no_position,0.0,0.0,0.0,1.0,1960,69
train-02899,103,cv,FALSE,random_forest,0.0,0.0,0.0,1.0,1952,69
train-02900,389,cv,FALSE,bm25,0.0,0.0,0.0,1.0,1925,72
train-02900,389,cv,FALSE,semantic,0.0,0.0,0.0,1.0,1932,72
train-02900,389,cv,FALSE,rrf,0.0,0.1,0.0,1.0,1967,72
train-02900,389,cv,FALSE,logistic,0.0,0.125,0.0,1.0,1995,72
train-02900,389,cv,FALSE,logistic_no_position,0.0,0.0,0.0,1.0,1930,72
train-02900,389,cv,FALSE,random_forest,0.0,0.0,0.0,1.0,1973,72
train-02901,387,cv,FALSE,bm25,0.0,0.0,0.0,1.0,1935,67
train-02901,387,cv,FALSE,semantic,0.0,0.0,0.0,1.0,1936,67
train-02901,387,cv,FALSE,rrf,0.0,0.0,0.0,1.0,1971,67
train-02901,387,cv,FALSE,logistic,0.0,0.0,0.0,1.0,1906,67
train-02901,387,cv,FALSE,logistic_no_position,0.0,0.0,0.0,1.0,1998,67
train-02901,387,cv,FALSE,random_forest,0.0,0.0,0.0,1.0,1992,67
train-02902,143,cv,FALSE,bm25,0.0,0.0,0.0,0.0,1979,72
train-02902,143,cv,FALSE,semantic,0.0,0.0,0.0,0.0,1983,72
train-02902,143,cv,FALSE,rrf,0.0,0.0,0.0,0.0,1882,72
train-02902,143,cv,FALSE,logistic,0.0,0.0,0.0,0.0,1945,72
train-02902,143,cv,FALSE,logistic_no_position,0.0,0.0,0.0,0.0,1965,72
train-02902,143,cv,FALSE,random_forest,0.0,0.0,0.0,0.0,1900,72
train-02903,465,cv,TRUE,bm25,0.5,1.0,0.5,1.0,1974,73
train-02903,465,cv,TRUE,semantic,1.0,1.0,1.0,1.0,1979,73
train-02903,465,cv,TRUE,rrf,0.5,1.0,1.0,1.0,1948,73
train-02903,465,cv,TRUE,logistic,1.0,1.0,1.0,1.0,1999,73
train-02903,465,cv,TRUE,logistic_no_position,1.0,1.0,1.0,1.0,1999,73
train-02903,465,cv,TRUE,random_forest,1.0,1.0,1.0,1.0,1948,73
train-02906,732,cv,FALSE,bm25,0.0,0.0,0.0,0.6666666666666666,2000,69
train-02906,732,cv,FALSE,semantic,0.0,0.0,0.0,0.6666666666666666,1974,69
train-02906,732,cv,FALSE,rrf,0.0,0.0,0.0,0.6666666666666666,1897,69
train-02906,732,cv,FALSE,logistic,0.0,0.0,0.0,0.6666666666666666,1885,69
train-02906,732,cv,FALSE,logistic_no_position,0.0,0.0,0.0,0.6666666666666666,1974,69
train-02906,732,cv,FALSE,random_forest,0.3333333333333333,0.5,0.3333333333333333,0.6666666666666666,1966,69
train-02909,646,cv,TRUE,bm25,0.5,1.0,0.5,1.0,1956,79
train-02909,646,cv,TRUE,semantic,1.0,1.0,1.0,1.0,2000,79
train-02909,646,cv,TRUE,rrf,1.0,1.0,1.0,1.0,1981,79
train-02909,646,cv,TRUE,logistic,0.5,1.0,1.0,1.0,1990,79
train-02909,646,cv,TRUE,logistic_no_position,1.0,1.0,1.0,1.0,1915,79
train-02909,646,cv,TRUE,random_forest,1.0,1.0,1.0,1.0,1986,79
train-02910,129,cv,FALSE,bm25,0.0,0.0,0.0,1.0,1999,77
train-02910,129,cv,FALSE,semantic,1.0,0.25,1.0,1.0,1986,77
train-02910,129,cv,FALSE,rrf,1.0,0.3333333333333333,1.0,1.0,1969,77
train-02910,129,cv,FALSE,logistic,1.0,0.3333333333333333,1.0,1.0,1943,77
train-02910,129,cv,FALSE,logistic_no_position,1.0,0.5,1.0,1.0,1943,77
train-02910,129,cv,FALSE,random_forest,0.0,0.1,0.0,1.0,1960,77
train-02911,675,cv,FALSE,bm25,0.0,0.0,0.0,0.5,1985,73
train-02911,675,cv,FALSE,semantic,0.0,0.125,0.0,0.5,1981,73
train-02911,675,cv,FALSE,rrf,0.0,0.0,0.0,0.5,1998,73
train-02911,675,cv,FALSE,logistic,0.0,0.0,0.0,0.5,1997,73
train-02911,675,cv,FALSE,logistic_no_position,0.0,0.0,0.0,0.5,1981,73
train-02911,675,cv,FALSE,random_forest,0.0,0.0,0.0,0.5,1951,73
train-02912,7,cv,FALSE,bm25,0.0,0.0,0.0,1.0,1935,74
train-02912,7,cv,FALSE,semantic,0.0,0.0,0.0,1.0,1982,74
train-02912,7,cv,FALSE,rrf,0.0,0.0,0.0,1.0,1990,74
train-02912,7,cv,FALSE,logistic,0.0,0.0,0.0,1.0,1995,74
train-02912,7,cv,FALSE,logistic_no_position,0.0,0.0,0.0,1.0,1980,74
train-02912,7,cv,FALSE,random_forest,0.0,0.0,0.0,1.0,1960,74
train-02913,452,cv,FALSE,bm25,0.0,0.0,0.0,1.0,1959,76
train-02913,452,cv,FALSE,semantic,0.0,0.0,0.0,1.0,1992,76
train-02913,452,cv,FALSE,rrf,0.0,0.0,0.0,1.0,1993,76
train-02913,452,cv,FALSE,logistic,0.0,0.0,0.0,1.0,1965,76
train-02913,452,cv,FALSE,logistic_no_position,0.0,0.0,0.0,1.0,1965,76
train-02913,452,cv,FALSE,random_forest,0.0,0.0,0.0,1.0,2000,76
train-02917,374,cv,FALSE,bm25,0.5,0.25,0.5,1.0,1986,69
train-02917,374,cv,FALSE,semantic,0.0,0.0,0.0,1.0,1972,69
train-02917,374,cv,FALSE,rrf,0.0,0.1,0.0,1.0,1961,69
train-02917,374,cv,FALSE,logistic,0.0,0.0,0.0,1.0,1907,69
train-02917,374,cv,FALSE,logistic_no_position,0.0,0.0,0.0,1.0,1972,69
train-02917,374,cv,FALSE,random_forest,0.0,0.0,0.0,1.0,1999,69
train-02918,562,cv,FALSE,bm25,0.0,0.0,0.0,1.0,1986,72
train-02918,562,cv,FALSE,semantic,0.0,0.0,0.0,1.0,1980,72
train-02918,562,cv,FALSE,rrf,0.0,0.0,0.0,1.0,1970,72
train-02918,562,cv,FALSE,logistic,0.0,0.0,0.0,1.0,1992,72
train-02918,562,cv,FALSE,logistic_no_position,0.0,0.0,0.0,1.0,1980,72
train-02918,562,cv,FALSE,random_forest,0.0,0.0,0.0,1.0,1962,72
train-02919,143,cv,FALSE,bm25,0.0,0.0,0.0,1.0,1999,67
train-02919,143,cv,FALSE,semantic,1.0,0.3333333333333333,1.0,1.0,1947,67
train-02919,143,cv,FALSE,rrf,0.0,0.1,0.0,1.0,1921,67
train-02919,143,cv,FALSE,logistic,1.0,0.5,1.0,1.0,1992,67
train-02919,143,cv,FALSE,logistic_no_position,1.0,0.3333333333333333,1.0,1.0,1973,67
train-02919,143,cv,FALSE,random_forest,0.0,0.16666666666666666,0.0,1.0,1977,67
train-02920,180,cv,FALSE,bm25,1.0,0.2,1.0,1.0,1997,73
train-02920,180,cv,FALSE,semantic,1.0,0.5,1.0,1.0,1995,73
train-02920,180,cv,FALSE,rrf,1.0,1.0,1.0,1.0,1961,73
train-02920,180,cv,FALSE,logistic,1.0,1.0,1.0,1.0,1960,73
train-02920,180,cv,FALSE,logistic_no_position,1.0,1.0,1.0,1.0,1952,73
train-02920,180,cv,FALSE,random_forest,1.0,0.5,1.0,1.0,1942,73
train-02921,813,cv,TRUE,bm25,1.0,0.5,1.0,1.0,1997,71
train-02921,813,cv,TRUE,semantic,1.0,1.0,1.0,1.0,1995,71
train-02921,813,cv,TRUE,rrf,1.0,1.0,1.0,1.0,1955,71
train-02921,813,cv,TRUE,logistic,1.0,1.0,1.0,1.0,1995,71
train-02921,813,cv,TRUE,logistic_no_position,1.0,1.0,1.0,1.0,1995,71
train-02921,813,cv,TRUE,random_forest,0.5,0.5,1.0,1.0,1989,71
train-02922,433,cv,FALSE,bm25,1.0,0.25,1.0,1.0,1994,66
train-02922,433,cv,FALSE,semantic,0.0,0.0,0.0,1.0,1922,66
train-02922,433,cv,FALSE,rrf,1.0,0.2,1.0,1.0,1985,66
train-02922,433,cv,FALSE,logistic,0.0,0.0,0.0,1.0,1993,66
train-02922,433,cv,FALSE,logistic_no_position,0.0,0.125,0.0,1.0,1922,66
train-02922,433,cv,FALSE,random_forest,0.0,0.14285714285714285,0.0,1.0,1950,66
train-02923,772,cv,FALSE,bm25,0.0,0.0,0.0,0.5,1963,71
train-02923,772,cv,FALSE,semantic,0.0,0.0,0.0,0.5,1977,71
train-02923,772,cv,FALSE,rrf,0.0,0.0,0.0,0.5,1932,71
train-02923,772,cv,FALSE,logistic,0.0,0.0,0.0,0.5,1946,71
train-02923,772,cv,FALSE,logistic_no_position,0.0,0.0,0.0,0.5,1994,71
train-02923,772,cv,FALSE,random_forest,0.0,0.0,0.0,0.5,1987,71
train-02924,470,cv,FALSE,bm25,1.0,0.5,1.0,1.0,1998,71
train-02924,470,cv,FALSE,semantic,0.0,0.16666666666666666,0.0,1.0,1900,71
train-02924,470,cv,FALSE,rrf,1.0,0.5,1.0,1.0,1965,71
train-02924,470,cv,FALSE,logistic,1.0,1.0,1.0,1.0,1980,71
train-02924,470,cv,FALSE,logistic_no_position,1.0,0.2,0.0,1.0,1973,71
train-02924,470,cv,FALSE,random_forest,1.0,0.2,0.0,1.0,1994,71
train-02925,620,cv,TRUE,bm25,0.5,1.0,0.5,1.0,1891,68
train-02925,620,cv,TRUE,semantic,1.0,1.0,1.0,1.0,1915,68
train-02925,620,cv,TRUE,rrf,0.5,1.0,0.5,1.0,1970,68
train-02925,620,cv,TRUE,logistic,1.0,1.0,1.0,1.0,1885,68
train-02925,620,cv,TRUE,logistic_no_position,0.5,1.0,1.0,1.0,1956,68
train-02925,620,cv,TRUE,random_forest,0.5,1.0,0.5,1.0,1948,68
train-02926,357,cv,FALSE,bm25,0.0,0.0,0.0,1.0,1929,73
train-02926,357,cv,FALSE,semantic,0.0,0.0,0.0,1.0,1968,73
train-02926,357,cv,FALSE,rrf,0.0,0.0,0.0,1.0,1956,73
train-02926,357,cv,FALSE,logistic,0.0,0.0,0.0,1.0,1937,73
train-02926,357,cv,FALSE,logistic_no_position,0.0,0.0,0.0,1.0,1995,73
train-02926,357,cv,FALSE,random_forest,0.0,0.0,0.0,1.0,1964,73
train-02927,258,cv,TRUE,bm25,0.5,1.0,1.0,1.0,1999,71
train-02927,258,cv,TRUE,semantic,0.5,1.0,0.5,1.0,1991,71
train-02927,258,cv,TRUE,rrf,0.5,1.0,0.5,1.0,2000,71
train-02927,258,cv,TRUE,logistic,0.5,1.0,0.5,1.0,1955,71
train-02927,258,cv,TRUE,logistic_no_position,0.5,1.0,0.5,1.0,2000,71
train-02927,258,cv,TRUE,random_forest,0.5,1.0,0.5,1.0,1976,71
train-02928,503,cv,FALSE,bm25,0.0,0.0,0.0,1.0,1999,72
train-02928,503,cv,FALSE,semantic,0.0,0.0,0.0,1.0,1939,72
train-02928,503,cv,FALSE,rrf,0.0,0.0,0.0,1.0,1922,72
train-02928,503,cv,FALSE,logistic,0.0,0.0,0.0,1.0,1949,72
train-02928,503,cv,FALSE,logistic_no_position,0.0,0.0,0.0,1.0,1939,72
train-02928,503,cv,FALSE,random_forest,0.0,0.0,0.0,1.0,1983,72
train-02929,276,cv,TRUE,bm25,0.0,0.1111111111111111,0.0,1.0,1951,65
train-02929,276,cv,TRUE,semantic,1.0,1.0,1.0,1.0,1989,65
train-02929,276,cv,TRUE,rrf,1.0,1.0,1.0,1.0,1956,65
train-02929,276,cv,TRUE,logistic,1.0,1.0,1.0,1.0,1992,65
train-02929,276,cv,TRUE,logistic_no_position,1.0,1.0,1.0,1.0,1989,65
train-02929,276,cv,TRUE,random_forest,1.0,1.0,1.0,1.0,1924,65
train-02930,912,cv,FALSE,bm25,0.0,0.0,0.0,1.0,1988,74
train-02930,912,cv,FALSE,semantic,0.0,0.0,0.0,1.0,1971,74
train-02930,912,cv,FALSE,rrf,0.0,0.0,0.0,1.0,1982,74
train-02930,912,cv,FALSE,logistic,0.0,0.1,0.0,1.0,1981,74
train-02930,912,cv,FALSE,logistic_no_position,0.0,0.0,0.0,1.0,1981,74
train-02930,912,cv,FALSE,random_forest,0.0,0.0,0.0,1.0,1928,74
train-02932,585,cv,FALSE,bm25,0.0,0.0,0.0,1.0,1982,70
train-02932,585,cv,FALSE,semantic,0.0,0.0,0.0,1.0,1974,70
train-02932,585,cv,FALSE,rrf,0.0,0.0,0.0,1.0,1993,70
train-02932,585,cv,FALSE,logistic,0.0,0.0,0.0,1.0,1971,70
train-02932,585,cv,FALSE,logistic_no_position,0.0,0.0,0.0,1.0,1993,70
train-02932,585,cv,FALSE,random_forest,0.0,0.0,0.0,1.0,1972,70
train-02933,391,cv,TRUE,bm25,0.5,0.3333333333333333,0.5,1.0,1928,72
train-02933,391,cv,TRUE,semantic,0.5,0.5,0.5,1.0,1957,72
train-02933,391,cv,TRUE,rrf,0.5,1.0,0.5,1.0,1987,72
train-02933,391,cv,TRUE,logistic,0.5,1.0,0.5,1.0,1938,72
train-02933,391,cv,TRUE,logistic_no_position,0.5,1.0,0.5,1.0,1938,72
train-02933,391,cv,TRUE,random_forest,1.0,1.0,1.0,1.0,2000,72
train-02936,268,cv,FALSE,bm25,0.0,0.14285714285714285,0.5,0.5,1958,74
train-02936,268,cv,FALSE,semantic,0.0,0.0,0.0,0.5,1993,74
train-02936,268,cv,FALSE,rrf,0.0,0.0,0.0,0.5,1952,74
train-02936,268,cv,FALSE,logistic,0.0,0.0,0.0,0.5,1921,74
train-02936,268,cv,FALSE,logistic_no_position,0.0,0.0,0.0,0.5,1921,74
train-02936,268,cv,FALSE,random_forest,0.0,0.0,0.0,0.5,2000,74
train-02938,117,cv,TRUE,bm25,0.5,1.0,1.0,1.0,1950,75
train-02938,117,cv,TRUE,semantic,1.0,1.0,1.0,1.0,1929,75
train-02938,117,cv,TRUE,rrf,1.0,1.0,1.0,1.0,1996,75
train-02938,117,cv,TRUE,logistic,1.0,1.0,1.0,1.0,2000,75
train-02938,117,cv,TRUE,logistic_no_position,1.0,1.0,1.0,1.0,1894,75
train-02938,117,cv,TRUE,random_forest,0.5,1.0,1.0,1.0,1993,75
train-02940,577,cv,FALSE,bm25,1.0,1.0,1.0,1.0,1992,79
train-02940,577,cv,FALSE,semantic,1.0,0.5,1.0,1.0,1983,79
train-02940,577,cv,FALSE,rrf,1.0,1.0,1.0,1.0,1981,79
train-02940,577,cv,FALSE,logistic,1.0,1.0,1.0,1.0,1959,79
train-02940,577,cv,FALSE,logistic_no_position,1.0,1.0,1.0,1.0,1968,79
train-02940,577,cv,FALSE,random_forest,1.0,1.0,1.0,1.0,1955,79
train-02941,397,cv,TRUE,bm25,0.5,0.25,0.5,1.0,1991,76
train-02941,397,cv,TRUE,semantic,0.0,0.16666666666666666,1.0,1.0,1940,76
train-02941,397,cv,TRUE,rrf,1.0,0.3333333333333333,1.0,1.0,1956,76
train-02941,397,cv,TRUE,logistic,1.0,1.0,1.0,1.0,1937,76
train-02941,397,cv,TRUE,logistic_no_position,1.0,0.3333333333333333,1.0,1.0,1940,76
train-02941,397,cv,TRUE,random_forest,0.5,0.2,0.5,1.0,2000,76
train-02942,766,cv,FALSE,bm25,0.0,0.0,0.0,0.5,1999,69
train-02942,766,cv,FALSE,semantic,0.0,0.0,0.0,0.5,1946,69
train-02942,766,cv,FALSE,rrf,0.0,0.0,0.0,0.5,1995,69
train-02942,766,cv,FALSE,logistic,0.0,0.0,0.0,0.5,1946,69
train-02942,766,cv,FALSE,logistic_no_position,0.0,0.0,0.0,0.5,1946,69
train-02942,766,cv,FALSE,random_forest,0.0,0.16666666666666666,0.5,0.5,1910,69
train-02944,920,cv,FALSE,bm25,0.0,0.0,0.0,1.0,1999,75
train-02944,920,cv,FALSE,semantic,1.0,0.5,1.0,1.0,1974,75
train-02944,920,cv,FALSE,rrf,0.5,0.2,0.0,1.0,1962,75
train-02944,920,cv,FALSE,logistic,1.0,1.0,1.0,1.0,1967,75
train-02944,920,cv,FALSE,logistic_no_position,0.5,1.0,0.5,1.0,1993,75
train-02944,920,cv,FALSE,random_forest,0.5,0.3333333333333333,1.0,1.0,1985,75
train-02945,560,cv,TRUE,bm25,0.0,0.0,0.0,1.0,1970,74
train-02945,560,cv,TRUE,semantic,0.0,0.1111111111111111,0.0,1.0,1984,74
train-02945,560,cv,TRUE,rrf,0.0,0.0,0.5,1.0,1986,74
train-02945,560,cv,TRUE,logistic,0.0,0.0,0.0,1.0,1992,74
train-02945,560,cv,TRUE,logistic_no_position,0.0,0.1111111111111111,0.0,1.0,1946,74
train-02945,560,cv,TRUE,random_forest,0.5,0.5,0.5,1.0,2000,74
train-02946,191,cv,FALSE,bm25,0.5,1.0,1.0,1.0,1988,72
train-02946,191,cv,FALSE,semantic,0.5,1.0,0.5,1.0,1960,72
train-02946,191,cv,FALSE,rrf,1.0,1.0,1.0,1.0,1999,72
train-02946,191,cv,FALSE,logistic,0.5,1.0,0.5,1.0,1925,72
train-02946,191,cv,FALSE,logistic_no_position,0.5,1.0,0.5,1.0,1960,72
train-02946,191,cv,FALSE,random_forest,0.5,1.0,0.5,1.0,1932,72
train-02947,473,cv,TRUE,bm25,0.0,0.1,0.0,1.0,1965,71
train-02947,473,cv,TRUE,semantic,0.5,0.5,0.5,1.0,1925,71
train-02947,473,cv,TRUE,rrf,0.5,0.3333333333333333,0.5,1.0,1967,71
train-02947,473,cv,TRUE,logistic,0.5,0.2,0.5,1.0,1972,71
train-02947,473,cv,TRUE,logistic_no_position,0.5,0.3333333333333333,0.5,1.0,1924,71
train-02947,473,cv,TRUE,random_forest,0.0,0.14285714285714285,0.5,1.0,1974,71
train-02948,291,cv,TRUE,bm25,0.5,0.25,0.5,1.0,1953,78
train-02948,291,cv,TRUE,semantic,0.5,1.0,1.0,1.0,1995,78
train-02948,291,cv,TRUE,rrf,0.5,1.0,0.5,1.0,1938,78
train-02948,291,cv,TRUE,logistic,0.5,0.3333333333333333,0.5,1.0,1915,78
train-02948,291,cv,TRUE,logistic_no_position,0.5,1.0,1.0,1.0,1928,78
train-02948,291,cv,TRUE,random_forest,0.5,1.0,1.0,1.0,1966,78
train-02950,349,cv,FALSE,bm25,0.0,0.0,0.0,1.0,1996,71
train-02950,349,cv,FALSE,semantic,0.0,0.0,0.0,1.0,1939,71
train-02950,349,cv,FALSE,rrf,0.0,0.0,0.0,1.0,1960,71
train-02950,349,cv,FALSE,logistic,0.0,0.0,0.0,1.0,1965,71
train-02950,349,cv,FALSE,logistic_no_position,0.0,0.0,0.0,1.0,1965,71
train-02950,349,cv,FALSE,random_forest,0.0,0.14285714285714285,1.0,1.0,1968,71
train-02951,710,cv,FALSE,bm25,1.0,0.25,1.0,1.0,1996,71
train-02951,710,cv,FALSE,semantic,1.0,1.0,1.0,1.0,1894,71
train-02951,710,cv,FALSE,rrf,1.0,0.5,1.0,1.0,1974,71
train-02951,710,cv,FALSE,logistic,1.0,1.0,1.0,1.0,1966,71
train-02951,710,cv,FALSE,logistic_no_position,1.0,1.0,1.0,1.0,1894,71
train-02951,710,cv,FALSE,random_forest,1.0,1.0,1.0,1.0,1996,71
train-02952,284,cv,TRUE,bm25,1.0,1.0,1.0,1.0,1980,74
train-02952,284,cv,TRUE,semantic,1.0,1.0,1.0,1.0,2000,74
train-02952,284,cv,TRUE,rrf,1.0,1.0,1.0,1.0,1986,74
train-02952,284,cv,TRUE,logistic,1.0,1.0,1.0,1.0,1918,74
train-02952,284,cv,TRUE,logistic_no_position,1.0,1.0,1.0,1.0,1946,74
train-02952,284,cv,TRUE,random_forest,1.0,1.0,1.0,1.0,1976,74
train-02954,458,cv,TRUE,bm25,1.0,1.0,1.0,1.0,1982,75
train-02954,458,cv,TRUE,semantic,1.0,1.0,1.0,1.0,1988,75
train-02954,458,cv,TRUE,rrf,1.0,1.0,1.0,1.0,1976,75
train-02954,458,cv,TRUE,logistic,1.0,1.0,1.0,1.0,1981,75
train-02954,458,cv,TRUE,logistic_no_position,1.0,1.0,1.0,1.0,1988,75
train-02954,458,cv,TRUE,random_forest,1.0,1.0,1.0,1.0,1961,75
train-02957,503,cv,FALSE,bm25,0.0,0.0,0.0,0.0,1992,72
train-02957,503,cv,FALSE,semantic,0.0,0.0,0.0,0.0,1995,72
train-02957,503,cv,FALSE,rrf,0.0,0.0,0.0,0.0,1986,72
train-02957,503,cv,FALSE,logistic,0.0,0.0,0.0,0.0,1930,72
train-02957,503,cv,FALSE,logistic_no_position,0.0,0.0,0.0,0.0,1995,72
train-02957,503,cv,FALSE,random_forest,0.0,0.0,0.0,0.0,1963,72
train-02958,672,cv,FALSE,bm25,0.0,0.0,0.0,0.0,1974,69
train-02958,672,cv,FALSE,semantic,0.0,0.0,0.0,0.0,1959,69
train-02958,672,cv,FALSE,rrf,0.0,0.0,0.0,0.0,1959,69
train-02958,672,cv,FALSE,logistic,0.0,0.0,0.0,0.0,1955,69
train-02958,672,cv,FALSE,logistic_no_position,0.0,0.0,0.0,0.0,1959,69
train-02958,672,cv,FALSE,random_forest,0.0,0.0,0.0,0.0,1992,69
train-02960,785,cv,FALSE,bm25,1.0,0.3333333333333333,1.0,1.0,1967,71
train-02960,785,cv,FALSE,semantic,1.0,1.0,1.0,1.0,1995,71
train-02960,785,cv,FALSE,rrf,1.0,0.5,1.0,1.0,1941,71
train-02960,785,cv,FALSE,logistic,1.0,1.0,1.0,1.0,1917,71
train-02960,785,cv,FALSE,logistic_no_position,1.0,1.0,1.0,1.0,1917,71
train-02960,785,cv,FALSE,random_forest,1.0,0.3333333333333333,1.0,1.0,1968,71
train-02961,94,cv,FALSE,bm25,0.0,0.0,0.0,0.5,1987,77
train-02961,94,cv,FALSE,semantic,0.0,0.0,0.0,0.5,1948,77
train-02961,94,cv,FALSE,rrf,0.0,0.0,0.0,0.5,1943,77
train-02961,94,cv,FALSE,logistic,0.0,0.0,0.0,0.5,1937,77
train-02961,94,cv,FALSE,logistic_no_position,0.0,0.0,0.0,0.5,1997,77
train-02961,94,cv,FALSE,random_forest,0.0,0.0,0.0,0.5,1969,77
train-02962,404,cv,FALSE,bm25,0.0,0.0,0.0,1.0,1919,74
train-02962,404,cv,FALSE,semantic,0.0,0.0,0.0,1.0,1932,74
train-02962,404,cv,FALSE,rrf,0.0,0.0,0.0,1.0,1982,74
train-02962,404,cv,FALSE,logistic,0.0,0.0,0.0,1.0,1985,74
train-02962,404,cv,FALSE,logistic_no_position,0.0,0.0,0.0,1.0,1953,74
train-02962,404,cv,FALSE,random_forest,0.0,0.0,0.0,1.0,1962,74
train-02963,146,cv,FALSE,bm25,0.5,1.0,0.5,1.0,1899,74
train-02963,146,cv,FALSE,semantic,0.0,0.0,0.0,1.0,1952,74
train-02963,146,cv,FALSE,rrf,0.0,0.1,0.0,1.0,1995,74
train-02963,146,cv,FALSE,logistic,0.0,0.0,0.0,1.0,1953,74
train-02963,146,cv,FALSE,logistic_no_position,0.0,0.0,0.0,1.0,1953,74
train-02963,146,cv,FALSE,random_forest,0.0,0.1,0.0,1.0,1966,74
train-02964,159,cv,TRUE,bm25,0.5,0.5,0.5,1.0,1997,78
train-02964,159,cv,TRUE,semantic,1.0,1.0,1.0,1.0,1983,78
train-02964,159,cv,TRUE,rrf,1.0,0.5,1.0,1.0,1993,78
train-02964,159,cv,TRUE,logistic,1.0,1.0,1.0,1.0,1959,78
train-02964,159,cv,TRUE,logistic_no_position,1.0,1.0,1.0,1.0,1938,78
